0.0,0.84,Hi!
0.84,3.36, Today we will be talking about the British accent
8.64,10.4,欸! 剛好我沒有打到找我
10.4,11.68,哈囉 大家好 我是丁妹
11.68,13.96,歡迎來到英式美式英文的系列
13.96,15.0,不知道大家也記不記得
15.0,16.080000000000002,之前有做過一集是
16.080000000000002,17.96,英式美式用語的不同
17.96,20.96,那那一集是比較針對單字跟它的用法
20.96,24.16,今天呢 則是要針對發音的這個部分喔
24.16,25.96,那在開始之前我要先講一下
25.96,29.64,其實英國槍沒有所謂的唯一英國槍
29.68,31.68,在英國因為地區上的不同
31.68,34.84,而也很深出了非常多不同地區的英國槍
34.84,37.160000000000004,也就是說 可能南部跟北部的英國人
37.160000000000004,39.64,他們的英國槍就會有非常大的不同喔
39.64,41.64,那今天我要介紹給大家的是
41.64,43.24,我可能在看電影的時候
43.24,45.32,看影集或者是網路上的影片
45.32,47.0,所集結而成的
47.0,48.120000000000005,希望今天交完之後
48.120000000000005,50.480000000000004,大家對於英國槍有更好的掌握
50.480000000000004,53.2,那可能難免會有交錯的地方
53.2,55.480000000000004,那希望大家不要淋色的給我建議
55.480000000000004,57.0,大家一起快樂的學習吧
57.0,58.96,今天會把英式英文發音的特色
58.96,60.2,分五個部分介紹
60.2,60.68,也就是
60.68,61.24,T
61.24,61.8,R
61.8,62.2,A
62.2,62.56,O
62.56,62.8,U
62.8,64.84,那當然我們知道一個語言的發音
64.84,67.24,不只是只有這麼簡單的五個
67.24,68.8,今天呢 我只是挑選一些
68.8,72.12,比較明顯可以聽得出來差別的來介紹給大家
72.12,72.92,第一個
72.92,74.84,T的英式發音像是
74.84,75.68,Water
75.68,77.56,in something as simple as water
77.56,78.8,在英式發音裡面
78.8,81.36,T會比較像是清晰的T的發音
81.36,82.16,像是
82.16,83.36,Water
83.36,84.36,Water
84.36,85.8,不過在每式發音裡面
85.8,87.96,這比較像是D或L
87.96,88.8,比如說
88.8,89.8,Water
89.8,90.6,Water
90.6,92.64,那我們這邊用幾個單字作為例子
92.64,93.64,Litle
