0.0,0.8,雖然我不知道為什麼
0.8,2.36,就是我明明還沒有住進來
2.36,4.44,聽到樓下的跟官委會說
4.44,5.44,就是樓上很吵
5.44,7.24,我覺得像是因為我沒有拜拜關係
16.44,17.740000000000002,大家我是白睡宮的A姐
17.740000000000002,18.84,去去小機
18.84,20.32,幫我買新房子了
20.32,21.56,校清房
21.56,22.8,你知道我為了要拍這個
22.8,23.64,增長的一陣子
23.64,24.88,因為我到底要不要講
24.88,27.68,聰和這四五年來看房的經驗
27.68,28.84,跟大家分享一下
28.84,31.0,因為我這部分算是滿小有心得的
31.0,33.04,要怎麼在裝網上面省錢
33.04,34.28,可是又沒有省到
34.28,35.6,要怎麼教宣出
35.6,36.88,適合你自己的房子
36.88,37.84,或者是健安
37.84,39.2,他有就是風水的問題
39.2,40.04,畢竟這一間
40.04,42.16,其實是風水老師帶我來的
42.16,44.16,我跟風水老師住同一棟
45.4,47.16,剛好風水老師又有認識五主
47.16,49.36,所以我們就直接沒有透過重階
49.36,50.64,直接跟五主恰談
50.64,52.2,如果有買房子都知道
52.2,53.0,你唯一透重階
53.0,54.24,中間有一個重階人
54.24,56.56,可能有時候還有下握選的問題
56.56,58.36,或是有其他買家
58.36,59.56,也想要跟你競爭
59.56,60.56,我覺得我一些心理在
60.56,61.64,我覺得心很累
61.64,63.0,看了大概十幾個健安
63.0,65.44,其實我選的是二手的成物
65.44,67.48,因為我覺得他的拉比很高
67.48,68.92,這邊的生活機能
68.92,70.52,也算是慢慢有成熟了
70.52,72.56,這樣幾乎你要找到挑高三米多的
72.56,73.4,真的很少
73.4,75.36,各家一房56平公射比
75.36,76.44,大概33歲
76.44,78.88,現在目前室內是37平
78.88,79.92,在看的臥時候
79.92,82.36,你一定要白天跟晚上都要來看
82.36,84.12,白天彩光怎麼樣
84.12,86.0,晚上是看說大家都下班了
86.0,87.32,樓上樓下的零居
87.32,88.08,有沒有開燈
88.08,89.44,然後跟破不會吵鬧
89.44,90.32,雖然我不知道為什麼
90.32,91.84,就是我明明還沒有住進來
91.84,93.92,聽到樓下的跟官委會說
93.92,94.96,就是樓上很吵
94.96,96.84,我覺得像是因為我沒有拜拜關係
96.84,99.32,可能是第一集主場熱鬧一下
99.32,100.12,我跟他介紹
100.12,101.92,你像我很滿意的選官
101.92,103.44,一定有一個方正格局
103.44,104.6,進來不會看到廚房
104.6,105.36,因為你看到廚房
105.36,106.68,就是會有開門建造
106.68,107.64,會破彩
107.64,108.6,講到裝潢風格
108.6,110.12,因為我跟我媽喜歡的風格
110.12,110.96,完全不一樣
110.96,112.36,我媽喜歡抹燈類
112.36,114.12,藍色的花布黃色
114.12,115.2,或橘色那種
115.2,116.84,很鮮艷很冰紛的
116.84,118.04,我希望設計的感覺
118.04,120.04,是照為素色一點的感覺
120.04,122.04,但是唯一比較花的應該就是這邊
122.04,124.04,因為我想要在開門進來的時候
124.04,125.64,就要有一個很鮮艷
125.64,126.92,然後很活潑的感覺
126.92,128.72,小時候都是住阿嬤家
128.72,129.84,我跟我姐其實是
129.84,131.84,還滿喜歡水模式這種感覺的
