0.0,3.34,今年泰國準備通過一項新法案嚴格管制大馬的使用
3.34,5.68,未來的公共客可能抽不到大馬了
5.68,8.700000000000001,兩年前泰國才大張其股宣布大馬合法化
8.700000000000001,10.76,想靠大馬大順公共才
10.76,12.56,為什麼這麼快就後悔了呢?
12.56,15.92,今天就讓我們一起來聊聊泰國大馬的禁令吧
31.0,33.04,嗨和好大家好我是志祺
33.04,35.94,前陣子泰國衛生部長宣布今年年齡之前
35.94,38.28,泰國即將實施嚴格的大馬管制
38.28,40.96,所有娛樂性大馬可能都不在開放了
40.96,44.68,兩年前泰國凌生亞洲成了第一個將大馬合法化的地方
44.68,47.36,也變成了光光客嚴重的大馬天堂
47.36,50.28,但兩年後泰國政府卻大力批評
50.28,52.44,認為大馬造成的社會困擾
52.44,54.32,準備技術嚴格的大馬禁令
54.32,57.24,到底為什麼泰國會這樣子法加班收回之前的政策
57.24,59.2,難道是大家抽太鬆了嗎?
59.24,60.400000000000006,今天我們會來討論一下
60.400000000000006,62.400000000000006,泰國當初為什麼要開放大馬
62.400000000000006,63.56,合法化的這段期間
63.56,66.52000000000001,泰國的狀況如何未來又有哪些變數呢?
66.52000000000001,67.88,不過在看今天的討論之前
67.88,69.84,先讓我們進一段工商服務時間
69.84,72.44,你曾經在一堆筆記和資料夾當中的迷路
72.44,74.56,找不到自己想要的那種紀錄嗎?
74.56,76.4,可能是是我也在用的筆記軟體
76.4,77.32000000000001,HAPPYBASE
77.32000000000001,78.84,HAPPYBASE的視覺化白板
78.84,81.32000000000001,可以讓你一次把許多筆記放在一起
81.32000000000001,85.04,不只能夠自由自在記錄移動還能夠建立連線
85.04,87.88,而且它的白板、卡片和新制圖的功能
87.92,89.6,除了可以讓人記得更清楚
89.6,90.75999999999999,在使用的時候
90.75999999999999,93.44,這個拆解重新組織資訊的過程
93.44,96.47999999999999,有的時候也能夠幫助我進入專注的心流狀態
96.47999999999999,100.39999999999999,並因此對於主題有更深刻的理解才生性的收穫
100.39999999999999,102.64,像平常不只會拿來整理資料消化資訊
102.64,103.88,還會用來共同討論
103.88,105.67999999999999,腦力激盪提升工作效率
105.67999999999999,108.32,如果你也想要體驗視覺化筆記的效果
108.32,109.88,現在就點擊資權的連接
109.88,111.47999999999999,開啟免費使用吧?
114.56,115.56,首先我們要來聊聊
115.56,117.47999999999999,泰國當年為什麼會領先亞洲
117.68,118.96000000000001,壞線的開放大拔
118.96000000000001,122.52000000000001,其實自古以來的泰國一直都有使用大拔的文化
122.52000000000001,124.44,像是在他們的傳統醫學當中
124.44,127.44,大拔可以用來輸款的疼痛、疲勞
127.44,130.4,有很多傳統腰部的配方當中還有大拔
130.4,133.72,甚至大拔也會入菜加到日常的食物裡面
133.72,135.28,像是有些地方的船面
135.28,137.36,就會用大拔來增加風味
137.36,139.44,雖然說在1934年的泰國
139.44,142.52,因為國際反讀當朝將大拔列為的毒品
142.52,144.16,但跟其他國家比起來
144.16,147.64,泰國對於大拔的態度是稍微沒有那麼反感的
147.64,151.28,而這幾年隨著歐美各國對於大拔的管制逐漸的鬆綁
151.28,154.0,泰國也很快地就搭上了這麼浪潮
154.0,155.76,2018年泰國成為了東南亞
155.76,158.72,第一個醫療用大拔合法化的國家
158.72,161.4,而2022年泰國更進步的決定
161.4,165.12,要讓大拔全面除罪化大力擁抱大拔產業
168.4,169.76,2022年的6月
169.76,171.68,泰國政府宣佈大拔從違進
171.68,173.36,馬來最平民在當中刪除
173.36,175.6,不再把大拔視為一種毒品
175.6,176.72,由於種植
176.72,178.36,只有大拔都不再犯法
178.36,180.8,可以說是大幅放寬的相關的管制
180.8,182.68,泰國政府希望藉由修法
182.68,184.48000000000002,可以讓大拔應用在更多領域
184.48000000000002,187.88,增加大拔的醫療工業還有使用的價值
187.88,189.84,而最最最重要的是
189.84,192.48000000000002,他們很希望可以靠大拔來拼一點
192.48000000000002,196.4,目前全球的大拔市場的價值大概是5000億泰幅
196.4,198.56,而且年增率超過17%
198.56,201.32,使用大拔在醫療保健行業的使用
201.32,203.64,就佔了總產值70%
203.64,205.72,用大拔脆許物做成的美妝
205.72,208.28,保健食品有滿滿的商機等開發
208.28,209.79999999999998,片地都是黃金
209.79999999999998,213.0,為了把大拔打造成為泰國的冠軍產品
213.0,216.16,泰國的工衛部還主動跟民眾推廣重持大拔
216.16,218.79999999999998,甚至免費發放100萬處的大拔
218.79999999999998,221.79999999999998,呼籲民眾把大拔當作是家庭職災
221.79999999999998,223.64,成為綠色經歷左霧
223.64,224.95999999999998,而新的法案公布之後
224.95999999999998,226.04,短短一年之內
226.04,228.88,泰國就變成了大來口中的大拔天堂
232.04,233.12,大拔法案公布之後
233.12,236.4,泰國人就一窩瘋磨搶著要當農夫跟農夫
236.4,237.56,2023年的3月
237.56,238.68,除對話不到一年之內
238.68,241.4,已經有超過138萬個泰國人註冊
241.4,242.76,成為大拔種植者
242.76,245.07999999999998,相當於全國兩%的人口
245.07999999999998,246.79999999999998,都申請種植大拔
246.79999999999998,250.28,目前政府已經合發了110萬張生產
250.28,251.76,銷售大拔的許可鎮
251.76,254.04,讓大拔的產業蓬勃發展
254.04,255.44,泰國的大拔商店
255.44,257.44,大拔酒吧就跟雨後純損一樣
257.44,258.96,一間一線開佈庭
258.96,260.12,根據官方的數據
260.16,261.8,截至2023年的2月
261.8,264.36,已經有將近6000家大拔相關的商店
264.36,266.04,拿到了一頁許可鎮
266.04,268.8,其中在漫古就高達1600多家
268.8,271.2,幾乎跟便利商店的密度不相上下
271.2,273.32,是在打開泰國的大拔地圖
273.32,277.08,也會看到大拔電圖釘的佔領了整座城市
277.08,277.44,另外
277.44,278.48,雖然官方搶掉
278.48,280.32,他們並沒有開放雨冷不大拔
280.32,281.96,但由於相關法規模明確
281.96,283.72,留下了一個灰色地帶
283.72,284.92,基本上大家想抽
284.92,286.24,就可以抽得到
286.24,287.96,很多外國官方客來泰國時
287.96,290.08,都會順便體驗抽一根塊膽
290.2,291.28,不少去過泰國人
291.28,291.76,就說
291.76,293.24,致命的酒吧一條街
293.24,293.96,烤山路
293.96,294.76,正條街
294.76,296.59999999999997,就迷慢著濃濃的麻味
296.59999999999997,297.96,泰國商會估計
297.96,299.15999999999997,光是2022年
299.15999999999997,302.59999999999997,大拔為泰國創造了281泰豬
302.59999999999997,304.64,相當於7.6億美元的收入
304.64,306.36,而這個數字每年都在成長
306.36,308.03999999999996,經濟效益相當驚人
308.03999999999996,310.24,不過在大拔產業一飛充電的同時
310.24,312.44,卻也出現了很多的社會問題
315.36,316.96,據泰國精神科學會統計
316.96,317.76,2022年
317.76,321.48,因為娛樂用途使用大麻人數高達1100萬人
