0.0,2.04,我們小時候一聽過這樣的話
2.04,4.28,石油這過三十年就要用光了
4.28,5.88,蘇約要結束人員
5.88,7.92,並開發太陽能封立等
7.92,9.88,以免地球資源號捷
9.88,11.64,等到了2023年
11.64,13.76,當另一位小朋友也變成大叔了
13.76,15.76,如今石油是越來越多
15.76,17.68,油就要來封立了好幾次
17.68,19.04,墨飛石油用光
19.04,20.16,細長片居
20.16,22.8,那今天我們就要聊石油歷史
22.8,25.32,人類面邊5000年前就發現了石油
25.32,27.36,為甚麼前的石油這麼難用
27.36,29.72,現在去經常會石油帶老出手
29.759999999999998,31.119999999999997,還越來越多呢
32.12,33.519999999999996,那麼這聊歷史前
33.519999999999996,36.2,我們也先聊解一下石油是如何誕生的
36.2,37.4,1956年
37.4,39.28,美國地址學家哈伯特
39.28,41.16,提出了石油封指論
41.16,43.4,它預計美國的石油產量
43.4,45.879999999999995,將在19000年左右打到電風
45.879999999999995,47.8,之後就會逐漸下降
47.8,50.44,它認為石油是有古代的生物殘害
50.44,52.76,如恐龍三葉重絕類等
52.76,54.16,他們的話是
54.16,56.72,在地底下經過高溫高壓環境
56.72,58.76,逐漸堆積沉添而成
58.96,60.76,因此石油是有限的
60.76,63.04,等這次會有說法存在很多爭議
63.04,65.24,不過最後人被寫進行較科書
65.24,66.96,也這麼小時候看到的
66.96,68.96,石油傷在50年的後勁
68.96,70.96,石油哭結束的油來
70.96,72.96,國瑜生物曾有理論的爭議
72.96,75.16,第一個是沒有任何科學實證
75.16,77.2,因為不可能從限動植物疑惠
77.2,78.8,轉變石油過程
78.8,81.2,其次是許多不滿生物的地層中
81.2,83.03999999999999,也能挖到不少石油
83.03999999999999,84.12,且實際上
84.12,85.68,生物意還大多被為生物
85.68,87.12,整具和細菌回收
87.16000000000001,88.68,遺憾少被埋葬
88.68,90.16000000000001,地球上那麼多有生物
90.16000000000001,91.2,被埋在地下
91.2,93.56,然後產生出一種石油呢
93.56,95.4,因此油另一派的說法
95.4,97.16000000000001,無機生成理論
97.16000000000001,99.32000000000001,任務是由於生物的產海無關
99.32000000000001,101.48,石油是由地球內部的物質
101.48,103.08000000000001,經過化學反應後
103.08000000000001,104.72,形成一種礦物質
104.72,106.68,石油除了也沒那麼有限
106.68,108.04,因為這些物質
108.04,110.4,這地球形成的初期究竟存在
110.4,112.4,因此只要轉更深的油漸
112.4,114.44,就可以獲取更多石油
114.44,116.80000000000001,但無機生成理論也有很多Bug
116.84,118.44,相信的人民不多
118.44,119.56,照這個理論
119.56,120.64,越生物地殼
120.64,121.92,就越多有才對
121.92,123.52,但正於是是不符
123.52,125.12,而且無法解釋
125.12,126.75999999999999,石油複雜的化學成分
126.75999999999999,127.92,組成因素
127.92,129.16,總之這兩派的說法
129.16,130.6,已增值了100年
130.6,132.12,都有矛盾之處
132.12,135.07999999999998,目前石油的成因還是個迷
135.07999999999998,136.51999999999998,等不過兩個正確
136.51999999999998,138.51999999999998,人類很早就發現了石油
138.51999999999998,140.07999999999998,不過現在石油工業
140.07999999999998,141.8,使於石油是一種業
141.8,144.0,而真正大規模的石油
144.0,146.07999999999998,把石油當成重要的能源
146.12,147.72,甚至不過100多年
147.72,149.04000000000002,這有什麼?
149.04000000000002,150.76000000000002,人類早在5000年前
150.76000000000002,152.56,就知道石油存在
152.56,154.84,能一個時候潛成的地下遊戲
154.84,156.84,或引著獵鳳有話地面
156.84,157.84,冒出你的戶戶
157.84,158.96,深色的議題
158.96,161.04000000000002,深得直接形成的力氣戶
161.04000000000002,163.96,這也是人類的直接取得原來方式
163.96,166.0,石油這種年糊的東西
166.0,168.8,這那個時候可以用來固定時期與木巴冰
168.8,170.20000000000002,除了連桌性外
170.20000000000002,171.60000000000002,力氣很防水
171.60000000000002,173.76000000000002,且來源廣泛的耐久性高
173.76000000000002,175.76000000000002,因此中國人把柄輪人
175.76,178.6,為了力氣來塗抹在建築物傳遲上
178.6,181.12,以防滋水的滲透還水清實
181.12,183.0,據說陌性的挪雅方舟
183.0,185.04,從力到外都抹力氣
185.04,187.2,力氣雖然不像煎煉氣有一樣
187.2,188.64,以魚火就燃燒
188.64,191.39999999999998,但力氣也是一種可能的半流體物質
191.39999999999998,192.56,可以用來照明
192.56,194.28,只是因為力氣實在很黏
194.28,195.39999999999998,不良就算了
195.39999999999998,197.23999999999998,燃燒時還會產生黑煙
197.23999999999998,199.2,把物質炫的無情馬黑的
199.2,200.76,因此不受侵賴
200.76,202.07999999999998,水無牽連賴
202.07999999999998,204.76,石油就作為防水連桌性存在
204.79999999999998,206.23999999999998,我還被當成武器
206.23999999999998,209.16,例如班牙庭帝國住民的武器希臘火
209.16,211.48,實際中可以在水上燃燒火焰
211.48,212.79999999999998,也因為希臘火
212.79999999999998,215.32,班牙庭帝國多次敵遇敵人的進攻
215.32,217.64,是續命牽連的民命武器
217.64,219.35999999999999,但是石油也不夠就這樣子了
219.35999999999999,222.12,人們可不像現在會為了石油打仗
222.12,223.68,石油會變成這麼強壽
223.68,226.28,那是會變成了一種動力來源
226.28,228.23999999999998,在人類漫長的歷史中
228.23999999999998,230.32,人們約轉花一隻是個大問題
230.32,232.79999999999998,追照人們會用火來瘋阻練鐵
232.79999999999998,234.56,用風力來推動繁船
234.56,236.56,用實際的黏密模糊物
236.56,238.48,等這些仙都有所限制
238.48,240.16,如果努力要前木材
240.16,241.6,風力得靠老天
241.6,243.12,水利也要有水
243.12,245.16,且這些能源無法互相轉換
245.16,246.76,如風力可以形穿
246.76,248.16,確沒辦法煮飯
248.16,249.72,而火力可以煮飯
249.72,251.92000000000002,確沒辦法黏密或形穿
251.92000000000002,253.48000000000002,如果想要轉換能量
253.48000000000002,255.56,就得用人力或受力才行
255.56,257.0,等人類與其他動物
257.0,258.8,也需要吃飽了才有力氣
258.8,261.0,在把能量轉來動能
261.0,263.16,直擊問題者等到整體疾問時後
263.16,264.2,才解決
264.24,265.71999999999997,整體疾疾簡單來說
265.71999999999997,267.47999999999996,就是燃燒某種燃料
267.47999999999996,268.47999999999996,例如煤
268.47999999999996,269.44,再產生熱能
269.44,270.56,將水煮廢
270.56,272.0,以產生蒸氣
272.0,273.68,接著蒸氣推動火災
273.68,275.2,讓火災來回運動
275.2,277.59999999999997,只要變可以將熱能轉為動能
277.59999999999997,279.2,如最早的蒸氣機
279.2,280.91999999999996,是為了籌取礦金的水
280.91999999999996,283.24,也要不然以前都用人力累了半死
283.24,285.64,後來蒸氣機運用到了其他領域
285.64,287.64,如防滋機靠面積上
287.64,290.32,甚至是化石帶發明蒸氣火車
290.32,292.44,蒸氣火車不器傳統的馬車
292.44,294.36,速度更快再會讓更大
294.36,295.76,且成本更低
295.76,297.2,也會這個樣子
297.2,300.0,整體疾疾帶到了工業革命與專用革命
300.0,302.08,持續人類如同早了魔
302.08,304.52,風火炎就如何使用機器和引擎
304.52,306.2,轉換各種能量
306.2,307.44,1846年
307.44,308.92,加拿大的起司納
308.92,311.6,發明了從煤炭中提取煤油方法
311.6,313.24,每多91852年
313.24,315.08,突然的無卡卸為期
315.08,316.76,發明了更簡單的方式
316.76,318.68,從石油中提取煤油
318.68,320.12,過去人類的照明
320.12,322.15999999999997,是使用金油或是蠟燭
322.20000000000005,324.28000000000003,不但這樣貴且效率低
324.28000000000003,325.8,但沒有就不同了
325.8,327.52000000000004,沒有照明效果更好
327.52000000000004,329.28000000000003,且攜帶方便又便宜
329.28000000000003,331.20000000000005,石油就越來越重要
331.20000000000005,333.64000000000004,也順便就有基於這個可愛的物種
333.64000000000004,336.32000000000005,不需要敲開他們腦袋或取金油了
336.32000000000005,338.12,加上快彩技術的躍進
338.12,339.28000000000003,現代的電油倡
339.28000000000003,340.72,第一口現代油鏡
340.72,342.76000000000005,都在這個時候單身
342.76000000000005,345.04,有了需求量產量有大增下
345.04,346.96000000000004,石油產業也不夠發展
