0.0,1.4000000000000001,"嘿大家好,我是JJ"
1.4000000000000001,4.04,大家小時候玩過《桌民場遊戲》嗎?
4.04,7.84,最近拿《Open AI》這個專門研究人工智慧的組織
7.84,9.64,他們就發表了一項成果
9.64,12.76,他們讓AI去學著玩桌民場遊戲
12.76,16.2,最後的結果甚至連研究人們自己都嚇了一跳
16.2,17.96,我們先說這個遊戲的規則
17.96,19.400000000000002,在一個固定的空間裡面
19.400000000000002,21.6,會有當鬼跟被抓的兩組人
21.6,23.8,當鬼這一組人一開始會被定住
23.8,24.8,在這段時間之內
24.8,26.84,被抓的這一組人可以任意的行動
26.84,28.64,空間裡面會有不能一棟的強力
28.64,31.36,你看可以移動的各種形狀的物體
31.36,33.56,這些物體可以被雙方的人搬動
33.56,35.44,或是可以選擇將他鎖定
35.44,38.4,鎖定後對方那一組人就無法搬動
38.4,40.92,"好,他們就讓AI自己去玩這個遊戲"
40.92,42.72,一開始兩邊人都是到處亂走
42.72,44.72,基本上沒什麼邏輯可言
44.72,46.760000000000005,在這個階段只要時間夠長
46.760000000000005,49.24,當鬼那一組通常都能夠順利抓到人
49.24,51.88,但基本上也都是瞎貓碰到死號子
51.88,53.92,但是當實驗繼續進行下去
53.92,55.64,神奇事情開始發生
55.64,58.120000000000005,大約跑了200多次時間以後
58.12,60.36,當鬼已經意識到要怎麼去抓人了
60.36,63.4,我開始主動往被抓那一組人前進
63.4,64.88,"好,時間再繼續下去"
64.88,66.47999999999999,到達約800多萬次
66.47999999999999,69.39999999999999,這時候被抓那一組人也開始覺醒
69.39999999999999,71.36,他們發現到箱子可以搬動
71.36,72.64,並且鎖定住
72.64,75.28,甚至他們還有分工合作能力
75.28,77.52,兩個人各拿一個箱子擋住門口
77.52,79.03999999999999,然後把箱子鎖定住
79.03999999999999,80.4,這時候被抓這一組人
80.4,83.12,他們的勝率就高於當鬼那一組
83.12,84.56,但還沒結束
84.56,86.72,到1400多萬次時間後
86.76,88.2,當鬼那組終於發現
88.2,89.92,他們旁邊還有一塊物體
89.92,91.32,是一個斜坡
91.32,93.6,他們發現只要把斜坡靠在牆邊
93.6,95.36,就可以照顧牆壁去抓人
95.36,98.4,這時候當鬼這一組勝率開始提高了
98.4,99.68,但實驗還沒完
99.68,101.28,到了4000多萬次的時候
101.28,103.72,被抓這一組人意識到這一塊斜坡了
103.72,105.88,於是他們慢慢學會趁遊戲開始之前
105.88,107.8,先把斜坡搶進來
107.8,109.44,然後在推翻快去擋門
109.44,112.24,這次當鬼就沒辦法用這塊斜坡來翻牆了
112.24,113.28,到這裡看起來
113.28,115.84,這個策略已經很像是人類在玩的了吧
115.84,118.2,但是完全是AI自己摸手出來的
118.2,119.44,真的很厲害
119.44,120.04,當這裡呢
120.04,121.52000000000001,第一就算就算結束了
121.52000000000001,123.96000000000001,他們接下來讓兩組AI在比較開放的場地
123.96000000000001,125.24000000000001,玩中一場
125.24000000000001,126.52000000000001,一開始雙方也是亂走
126.52000000000001,128.6,後來當鬼的學會去抓人
128.6,131.24,不過當實驗進行到8000多萬次以後
131.24,133.96,被抓這一組居然學會用長一種物體
133.96,135.56,來搭建演畢物
135.56,137.24,讓鬼沒辦法進來抓人
137.24,139.8,而且兩人還很有默契配的人很好
139.8,142.08,但是當實驗進行的1次以後
142.08,143.48000000000002,當鬼的這一組也學會了
143.48000000000002,145.52,搬斜坡來翻牆抓人
145.52,147.0,到了3億多次實驗
147.0,148.24,被抓這一組學會了
148.24,150.0,先把斜坡給鎖定住
150.0,151.56,然獲再搭建演畢物
151.56,153.84,這樣對方這麼能夠翻牆抓人了
153.84,154.20000000000002,好
154.20000000000002,155.12,理論上到這邊
155.12,157.64000000000001,就算是人類玩家也會覺得已經沒走了
157.64000000000001,159.64000000000001,對方都把斜坡鎖住了
159.64000000000001,160.92000000000002,完全不能翻牆了
160.92000000000002,162.32000000000002,這樣很抓到人嘛
162.32000000000002,165.56,但這就是AI超越人類玩家的時候了
165.56,167.56,到了4億多次實驗時
167.56,169.72,當鬼AI居然發現了一個Bug
169.72,173.12,就是把放怪推到鎖定的斜坡旁邊
173.12,175.36,然後順著斜坡走上方塊
175.36,177.96,居然就可以連著方塊一起來移動了
177.96,180.84,這些完全超乎遊戲設計者的想像
180.84,182.76000000000002,然後到了將近5億次的時候
182.76000000000002,184.20000000000002,被抓這一組決定
184.20000000000002,185.64000000000001,在搭建演畢物之前
185.64000000000001,188.04000000000002,人先把所有的物體都鎖定住
188.04000000000002,189.88000000000002,完全不讓他們搬任何東西
189.88000000000002,191.92000000000002,就可以避免剛才這種情況
191.92000000000002,193.20000000000002,但因為這遊戲開始前
193.20000000000002,193.96,當鬼的這一組
193.96,195.96,被定住的時間是非常短的
195.96,198.84,所以被抓這一組就非常需要互相配合
198.84,199.92000000000002,才能夠在短時間之內
199.92000000000002,202.4,鎖定物體還要搭建演畢物
202.4,203.8,這個如果你騙著那玩家
203.8,206.04000000000002,如果沒有一個先協調好的話
206.04000000000002,207.68,玩家之間可能都還有互搶
207.68,209.0,互裝之類的吧
209.0,211.68,但AI可以做到完美的合作
211.68,213.44,那除了剛才那個Bug以外
213.44,214.52,AI這個玩家的過程當中
214.52,216.68,還發現了各種有趣的玩法
216.68,219.24,例如說如果沒有場地限制大小的話
219.24,222.08,被抓這一組最後就乾脆直接老跑了
222.08,224.60000000000002,或甚至它們還摸手出了場地的漏洞
224.60000000000002,227.08,直接把斜坡穿的漏洞給推出去
227.08,228.4,更扯的還有這個
228.4,230.28,當鬼AI直接用場地漏洞
230.28,232.0,把自己彈射到空中
232.12,234.04,而且落點剛好就在被抓這組人說
234.04,235.04,多的地方
235.04,238.2,這人類玩家已經幾乎不可能搬到了吧
238.2,240.36,研究人說這個時間能主要是要測試
240.36,242.72,所謂的MOTE AGENT CONTITION
242.72,245.92,也就是讓AI之間用競爭的方式來學習
245.92,247.76,看看會不會比只有一組AI
247.76,249.28,然後給它一個單純的洞機
249.28,250.8,這樣子還要更有效
250.8,252.72,他們相信用競爭學習的方式
252.72,254.48,可以讓AI更有效的學習
254.48,256.48,與場地中的物體互動能力
256.48,259.2,能發展出類似人類的行動策略
259.2,260.64,甚至打破規則
260.64,262.88,發展出人類的意想不到的策略
262.88,265.64,總之我覺得這個真的是非常有趣的實驗
265.64,268.88,而且裡面AI控制的角色長得非常的可愛
268.88,270.28,OK 這次影片就到這邊啦
270.28,271.68,喜歡影片的話記得按個讚
271.68,273.47999999999996,訂閱鈴鐺音樂圈框的不用了
273.47999999999996,274.47999999999996,我們下集再見啦
274.47999999999996,275.68,掰掰
